,Artist Name,Profile Photo,Cover Photo,Artist Bio,Websites,Genres,Based In,Nationality,Real Name 1,Real Name 2,Real Name 3,Real Name 4,Real Name 5,Real Name 6,Management (PR),Email manager (PR),Territories,Representing Agency,Agent(s) to talk to,Agency/agent(s) direct email,Agent's Phonenumber,Territories,Representing Agency EUROPE,Agent(s) to talk to,Agency/agent(s) direct email,Agent's Phonenumber,Territories,Representing Agency USA,Agent(s) to talk to,Agency/agent(s) direct email,Agent's Phonenumber,IF NO AGENCY - EMAIL ADDRESS ARTIST,Record Label(s),Bands In Town ID,OPTIONAL LINK TO SOUNDCLOUD PREFFERED SONG,Beatport DJ ID,Beatport PRO ID,Facebook Page,Instagram ID,Itunes ID,Last.fm ID,Mixcloud ID,Partyflock,Songkick ID,Soundcloud ID,Spotify ID,Twitter ID,Youtube Channel
Artist# 0011,Abstract Division,https://scontent-lax1-1.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/156478_566110260071300_2063650686_n.jpg?oh=e133ac768f31bf006c9c00d16115c26c&oe=567B549B,https://scontent-lax1-1.xx.fbcdn.net/hphotos-xpt1/v/t1.0-9/11855808_1135779106437743_831235198150004180_n.jpg?oh=9830d5ca702d75acc4839a9c8d89f501&oe=56843955,,http://www.gloam.nl/,Techno,"Amsterdam, Netherlands",Dutch,Paul Boex,Dave Miller,,,,,,,,,,,,,,,,,,,,,,,Dynamic Reflection,AbstractDivision,,,abstract-division/221575,https://www.facebook.com/abstractdivisionmusic,abstractdivision,abstract-division/id471279907,Abstract+Division,abstract-division/,65412:Abstract-Division,,abstractdivision,6vJQQlRxEwIOVYv2NrmODp,@AbstractDiv,
Artist# 0012,Ace on Sax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artist# 0013,Adam Beyer,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/11012525_10153128852628299_5823621173899605446_n.jpg?oh=64144c5088f3a852ac5d0b1f858faa63&oe=56394415&__gda__=1446604144_dc1c6f32b4eb3eb39fffbc05a515090b,https://scontent-lax1-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/11032599_10153124628308299_4609146361242771893_n.png?oh=7db8afbcef9800a365f4bdfdd7947658&oe=567CD456,,http://www.drumcode.se/,Techno,Zweden,Swedish,Adam Beyer,,,,,,,,,,,,,,,,,,,,,,,,"Drumcode, Truesoul, Mad Eye",AdamBeyer,,adambeyer,adam-beyer/6824,https://www.facebook.com/realadambeyer,realadambeyer,adam-beyer/id101672291,Adam+Beyer,adambeyer/,190:Adam-Beyer,173218-adam-beyer,adambeyer,1btv9qmIpbp7q1ixCYNdHu,@realAdamBeyer,drumcodeofficial
Artist# 0014,Adam Ellis,https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10942310_513217742175270_8143557023273678457_n.jpg?oh=342bdffabe7f0644bf47db465ca32a3a&oe=567753E9&__gda__=1447559249_574072d864ba02fb95651fc94566b944,https://scontent-lax1-1.xx.fbcdn.net/hphotos-xpt1/v/t1.0-9/11811530_527710117392699_7079123196628775174_n.jpg?oh=5887547e31cf0b2133d9d1bd6214b731&oe=56454642,,http://www.adam-ellis.com/,Trance,"Sheffield, England",British,Adam Ellis,,,,,,,,,,,,,,,,,,,,,,,,Outburst Records,AdamEllis,,adamellisuk,adam-ellis/78070,https://www.facebook.com/adamellisuk,adamellisdj,adam-ellis/id308010276?mt=11,Adam+Ellis,adam-ellis/,78013:Adam-Ellis,8046158-adam-ellis,adamellisdj,5tGHR2wsaFZhRzRPRZDFds,@AdamEllisDJ,
Artist# 0015,Adana Twins,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/11206122_10152911540422428_5732242199222177422_n.jpg?oh=14357119359724cc12906fde2b75a8b8&oe=563C9573&__gda__=1447471774_63d2036d2ec7eb664cf82802f6d48f05,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-9/11054402_10153026630972428_8148627247609424864_n.jpg?oh=c9ada72d8a831ed42d4eb8c7c310fbe6&oe=568276B7&__gda__=1446609266_079ef3bb15a850ce8e69a99e6c162751,,http://www.adanatwins.com/,"House, Deep House, Soul, Hip-Hop","Hamburg, Germany",German,Benni,Frisco,,,,,Jackmode Management,carsten@jackmode.com,Worldwide,Jackmode Agency,Daniel,daniel@jackmode.de,-,USA,Liason Artist,hamilton@liaisonartists.com,-,-,Australia,,,,,,"Exploited, JEUDI Records",AdanaTwins,,adanatwins,adana-twins/157124,https://www.facebook.com/adanatwins/timeline?ref=page_internal,adanatwins,adana-twins/id454435404,Adana+Twins,adana-twins/,67557:Adana-Twins,5874699-adana-twins,adanatwins,2JnkjHtuUjz83gkEx8QMS4,@AdanaTwins,https://www.youtube.com/channel/UC9cX3cZUiLtAmJKVMUhCxVQ
Artist# 0016,Adrian Hour,https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10380966_1079174615446061_533486242866732153_n.jpg?oh=c6ea3de4ed028aaaad85b0e67cb1d82b&oe=5650461A&__gda__=1446692002_01fff01b61e5ef516329503e0a98b7ac,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/11811336_1105114272852095_1008932349873822089_n.jpg?oh=7ab3279019a3b42dc8976915d33ff25e&oe=567A3436&__gda__=1448023910_f60a55ed2b2eff902ab6d5eaddd6f454,,http://www.adrianhour.com/,Techno ,"Buenos Aires, Argentina",Argentine,Adrian Agüero,,,,,,Radius Music Management,,England,,Ben King,,,,,,,,,,,,,,"Toolroom Records, Toolroom Trax, Suara",AdrianHour,,adrianhour,adrian-hour/97674,https://www.facebook.com/infoadrianhour/timeline?ref=page_internal,adrianhour,adrian-hour/id396455553,Adrian+Hour,adrian-hour/,86401:Adrian-Hour,7093944-adrian-hour,adrianhour,6eBe6zD6bYfdYUjwB1YStj,@AdrianHour,https://www.youtube.com/channel/UCqKmFrDECYvz1ois8eyb-oQ
Artist# 0017,Adriatique,https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xft1/v/t1.0-9/11052008_1060212887327112_117341846454110843_n.jpg?oh=822e297fb19452c30159d1ba51c000ce&oe=567FD055&__gda__=1451124447_f225c2a744b405d42df9be99c459ee45,https://scontent-lax1-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/11202116_1117518201596580_5575292612219463745_n.jpg?oh=5e5340f5d50a49319d8a7049e0198809&oe=564CF7BE,,http://www.adriatique.ch/,"Techno,House","Zurich, Switzerland",Swiss,Adrian Schweizer,Adrian Shala,,,,,,,,,,,,,,,,,,,,,,,"Diynamic, 2DIY4, Culprit LA, Cityfox",Adriatique,,adriatique,adriatique/121765,https://www.facebook.com/adriatiqueofficial,adriatique,adriatique/id374559168,Adriatique,adriatique/,69384:Adriatique,6035949-adriatique,adriatique,02DWGcShQivFepRvGJ7xhB,@adriatiquemusic,https://www.youtube.com/channel/UCoZCjNhOLwifuaklHYsRIRA
Artist# 0018,Aera,https://scontent-hkg3-1.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/11350614_1003284703017647_3551021177188984774_n.jpg?oh=ea1f19675b2c4b1ec6fa3d595e9132db&oe=5681C459,https://scontent-hkg3-1.xx.fbcdn.net/hphotos-xft1/t31.0-8/c0.134.851.315/p851x315/1518876_1017377688275015_2923220798785017113_o.jpg,,http://www.sweatlodgeagency.com/roster/aera/,,"Berlin, Germany",German,Ralf Schmidt,,,,,,,,,,,,,,,,,,,,,,,,"Aleph Music, Maeve, Innervisions",Aera,,aera,aera/17584,https://www.facebook.com/aeraaleph,,,,artist:aera/,60000:Aera,,aeraaleph,3Pj0WcDp7Df123RzhrTohk,@TeamAeRa,aeraaleph1
Artist# 0019,Afrobot,https://scontent-nrt1-1.xx.fbcdn.net/hphotos-xpt1/v/t1.0-9/1601249_815546748485199_8486134261069197052_n.jpg?oh=b639b260a9687867026f8b34fc62e4b5&oe=56783A27,https://scontent-nrt1-1.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10527337_917576134948926_4056980060455856555_n.jpg?oh=58c200221d0fb96ec9cb1ae5ae62f602&oe=5677D913,,http://soundcloud.com/afrobot,Afro Electronic Eclectic Disco Dub House Wave Post Punk Psych Funk Fuzz and Latin and Brazil,"Amsterdam, Netherlands",Dutch,Roeland,Otten,,,,,,,,,,,,,,,,,,,,,,,Salamanca Label,Afrobot,,,,https://www.facebook.com/djafrobot,,,,,83578:Afrobot,,afrobot,,,
Artist# 0020,Agents of Time,https://scontent-sjc2-1.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/1231600_535395179886910_472993604_n.jpg?oh=944b3c3bda4552ebf3cd73d88fc14aeb&oe=56458733,https://scontent-sjc2-1.xx.fbcdn.net/hphotos-xat1/v/t1.0-9/560184_809191045840654_697738631897323874_n.jpg?oh=929ba57ecdb1121ca416849b4a3772d0&oe=56480568,,http://www.agentsoftime.com/,"Electronic,Techno,Dark","Bari, Italy",Italian,Andrea Di Ceglie,Fedele Ladisa,Luigi Tutolo,,,,,,,,,,,,,,,,,,,,,,Correspondant,AgentsOfTime,,,agents-of-time/383589,https://www.facebook.com/AgentsOfTime,agentsoftime,agents-of-time/id794971951,Agents+Of+Time,agents-of-time/,84251:Agents-of-Time,8109303-agents-of-time,agents-of-time,6Jbyd4qzEtbFtswZP1o6Ht,@AgentsOfTime,https://www.youtube.com/channel/UCXlBVy4FltiDRCqO84CJ4PQ
Artist# 0021,Agoria,https://scontent-sjc2-1.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10405292_10152988041848123_3996800936964610536_n.jpg?oh=783c27498643521d7ba22e4801d97965&oe=567F935E,https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-9/11824988_10153109392098123_2755773467091798460_n.jpg?oh=60dec89d11a1cb88878e92a15c89da0f&oe=56782DA7&__gda__=1450686595_962aced0f8b9f5312f3b06d5734dd127,,,Masculin,"Paris, France",French,Sebastien Devaud,,,,,,,,,,,,,,,,,,,,,,,,InFiné,Agoria,,,agoria/4638,https://www.facebook.com/agoriaofficial,agoria_officiel,agoria/id28243175,Agoria,agoria/,4727:Agoria,312972-agoria,agoria,4lu50np3LdTkRL09T7x8UP,@agoriamusic,AgoriaMusic
Artist# 0022,Airwave,https://scontent-sjc2-1.xx.fbcdn.net/hphotos-xpt1/v/t1.0-9/11693839_10153401534160792_7232483191232371164_n.jpg?oh=b9854f633a72bf48d74c5138b79da8bc&oe=5679AC3D,https://scontent-sjc2-1.xx.fbcdn.net/hphotos-xpt1/v/t1.0-9/11693839_10153401534160792_7232483191232371164_n.jpg?oh=b9854f633a72bf48d74c5138b79da8bc&oe=5679AC3D,,http://www.airwave-music.com/,Mature Electronic Music with a zest of edgy sounds and melodies.,"Brussels, Belgium",Belgian,Laurent Veronnez,,,,,,,,,,,,,,,,,,,,,,,,"Banshee Worx, Bonzai Music, JOOF Recordings, LCD Recordings, Mistique Music",Airwave,,,airwave/641,https://www.facebook.com/airwavefanpage,,airwave/id4513726,Airwave,airwave/,1631:Airwave,314778-airwave,laurentairwave,4WrJFQnID7vIIA3LZzkhcO,@airwavemusic,djairwave
Artist# 0023,Aïsha Devi,https://scontent-sjc2-1.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/1920319_499083966866778_1465753735_n.jpg?oh=fe6f297f002f28d1e1b3076ca4b255c1&oe=567AF0F9,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/481111_350945151680661_95204481_n.jpg?oh=20feb62271e241a83b355b2f28e4e611&oe=5637CE9A&__gda__=1451268388_c3bb7ca37cda2806a90db575be0f471c,,http://www.dansenoire.com/,Electronic,Switzerland,Swiss,Aisha Devi,,,,,,,,,,,,,,,,,,,,,,,,Danse Noire,AishaDevi,,,a-sha-devi/328944,https://www.facebook.com/aishadeviaura,,aisha-devi/id635363640,Aïsha+Devi,aisha-devi/,,8472353-aisha-devi,aisha-devi,4RtrEYqj2bINZ2HXWUG3j4,@aisha_devi,
Artist# 0024,Akito,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/1897729_508527435951781_3484702501380186636_n.jpg?oh=d7bed86424b9d0af8d0a62dacca126fa&oe=5649845B&__gda__=1447240640_193d20d3918e805908bbdca4660857b3,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/t31.0-8/c0.0.851.315/p851x315/11051898_556244181180106_594119547423155073_o.jpg,,,,"London,United Kindom",British,Akito Hearnshaw,,,,,,,,,,,,,,,,,,,,,,,,Sub Skank,AKITO,,,akito/318122,https://www.facebook.com/akito.sbsknk,a_key_toe,,,,,,akeytoe,3pe49o5tGNlHxhjmayu3AR,@a_key_toe,djfilthyyello
Artist# 0025,Akka,https://scontent-atl1-1.xx.fbcdn.net/hphotos-xft1/v/t1.0-9/1901994_528579250596665_1996470169_n.jpg?oh=9ed4a0b3be6e5dfd713009041e6a4e24&oe=5640C42C,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpt1/v/t1.0-9/10320435_565803096874280_4234115268143186383_n.jpg?oh=ea0ff183478e1c764779985d95e83e3b&oe=5646C958&__gda__=1451090780_ca08dfd558fcc43349c774dd6c06c304,,http://soundcloud.com/akkachar,Dubstep,"Amsterdam, Netherlands",Dutch,Chafik Chennouf,,,,,,,,,,,,,,,,,,,,,,,,Rwina Records,Akka,,,akka/343458,https://www.facebook.com/akkarwina,akkachar,akka/id287552157,,akka/,82385:Akka,,akkachar,5faBqrO0Q66sitK5RC9HKV,@akkachar,
Artist# 0026,Alan Backdrop,https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-9/11402697_699027160202606_5670147393347671707_n.jpg?oh=697fd322dd8cc4e4c7f157c130f18f79&oe=56477502&__gda__=1446716724_c6479edf6ea57a16b78be29b5fa010c3,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/c146.0.851.315/p851x315/1269800_423321661106492_1444985840_o.jpg,,http://alan-backdrop.tumblr.com/,"Electronic,Techno, Ambient","Padova, Italy",Italian,Alessio Meneghello,,,,,,,,,,,,,,,,,,,,,,,,"Prologue, Motoguzzi, Enklav, Ekar, Ogun",AlanBackdrop,,,alan-backdrop/304763,https://www.facebook.com/alanbackdroppage,,alan-backdrop/id581573613,Alan+Backdrop,artist:alan-backdrop/,87671:Alan-Backdrop,,alan-backdrop,73sWVEmdcguVJ9R4cZj1Ln,@alanbackdrop,
Artist# 0027,Alan Fitzpatrick,https://scontent-atl1-1.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10686761_10152829326573124_388645458921613015_n.jpg?oh=5a8d589d72a9cff54fbda13e9bcf037e&oe=5676262F,https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/11828590_10153212565143124_8452048210675404154_n.jpg?oh=7856210ac8a8abc696c9eb7dab2cdbdd&oe=5675CA43&__gda__=1447726630_cf17f022ca072e01d48492d2c25960c6,,http://alanfitzpatrick.synthconcept.com/synth/site.php,"Techno, Electronica","Southampton, United Kingdom",British,Alan Fitzpatrick,,,,,,,,,,,,,,,,,,,,,,,,"Drumcode, Hotflush, Cocoon, ESD",AlanFitzpatrick,,,alan-fitzpatrick/57541,https://www.facebook.com/officialalanfitzpatrick,alanfitzpatrick,alan-fitzpatrick/id267096379,Alan+Fitzpatrick,alanfitzpatrick/,53928:Alan-Fitzpatrick,1419987-alan-fitzpatrick,alanfitzpatrick,40JyDxGqtYSowWYT2jaive,@AlanFitzpatrick,alantestube
Artist# 0028,Albert van Abbe,https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-9/1006081_811958892188518_2239501727195871482_n.jpg?oh=a74c44eeaf0b2a34b227484d6cc530dc&oe=563A8EF8&__gda__=1450929466_160c3c8c3146bb7c5dbc2f0992821be3,https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-9/11855659_985098144874591_1720257634177564822_n.jpg?oh=3a98c1803dad4be9e843460620179742&oe=5649BFA3&__gda__=1447431160_e6dbd2e22f36d63018d32f9d460674a1,,http://www.albertvanabbe.nl/,"Experimental , Abstract ,Techno","Amsterdam, Netherlands",Dutch,Albert van Abbe,,,,,,,,,,,,,,,,,,,,,,,,"No Comment,VANABBE",AlbertVanAbbe,,,albert-van-abbe/183569,https://www.facebook.com/albert.van.abbe,,albert-van-abbe/id422683716,Albert+van+Abbe,albert-van-abbe/,57587:Albert-van-Abbe,7059189-albert-van-abbe,albert_van_abbe,3R16KRF8LX0lMVd8Y23PCO,,
Artist# 0029,Alek Soltirov,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/11231089_1596967297223086_8687416938177584183_n.jpg?oh=abc7265c07b1090925c1312ef96de3cc&oe=564D3819&__gda__=1447025779_3e651ea6e3293139756348a886683cf1,https://scontent-mrs1-1.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/11752471_1604917719761377_4344171282186381843_n.jpg?oh=910b29b48e9e1731466bb63ef8846690&oe=56802B23,,,"House,Tech House","Skopje, Macedonia",Macedonian,Alek Soltirov,,,,,,,,,,,,,,,,,,,,,,,,"Ginkgo Music, Grin Music, Salted Music, Different Attitudes",AlekSoltirov,,,alek-soltirov/344392,https://www.facebook.com/aleksoltirovdj,,alek-soltirov/id666877179,Alek+Soltirov,,,,aleksoltirov,0ciS7nUafbUai6VMCJlrtz,,https://www.youtube.com/channel/UCQf3RP-rPFCiV7oOLirZa_g
Artist# 0030,Alesso,https://scontent-mrs1-1.xx.fbcdn.net/hphotos-xat1/v/t1.0-9/11102882_915623991814286_6653288002587553582_n.jpg?oh=88d422aac477ba6591d0f906280bca93&oe=5636DE3E,https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/10645056_940285719348113_3498485454423039096_n.png?oh=46e04083b8f7abbeca039a12594d2de0&oe=563BBA47&__gda__=1447892525_85bfe66811f46c58de9e0fec6881c3ac,,http://alessoworld.com/,House,Sweden,Swedish,Alessandro Lindblad,,,,,,,,,,,,,,,,,,,,,,,,"Refune Records, Armada Music, Ministry of Sound, Joia Records",Alesso,,,alesso/136838,https://www.facebook.com/AlessoOfficial,alesso,alesso/id432464201,Alesso,alesso/,65994:Alesso,,Alesso,4AVFqumd2ogHFlRbKIjp1t,@Alesso,https://www.youtube.com/channel/UC05i95k-w8CvrtZ-yGTob7A
